connector,metadata_schema_version,namespace,provider_ref,title_hash,normalized_local_label,review_key,required_cohort,legacy_occurrences,disposition_code,entity_slug,attributes_json,reviewer,review_batch,rationale,source_citation
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-30,5ed728c2fa5d767bc6c1ec6a732db1e37c343be46913e6498d340f7782691f14,de tomates,238685cc5fcd188792bd7aa8d983dcdc0160a2dee277ad6bcfbc73b72d5a7c81,,219,D1,tomato,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1450,62d74ac3c5bcc094610be12c34f0878e4267ed6b95b5c0f5ed142681b2d90db9,de vinagre de arroz,0f7882987bdc17ccd60d359fa76cb005c5c2418bdd0d8dd4632247cc51b97237,,34,D2,vinegar,"{""variety"":""rice""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-314,33489e83683cb827ea1372996f80c4b0bf4ce77f6e990ea1c8504026de27c7fa,de vinaigre de vin blanc,80a0dba2162bfc1e8ebf7d67238a35d9841bb22dedab937edd2e76dc20ff25d1,,49,D2,vinegar,"{""variety"":""white_wine""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-182,a07ad29a35ae597cea91ec624341c947e9968a67b80cb819b924c2fa374a9d9b,de vinaigre de vin rouge,4ecad52a2308dbd37e1425e489c9473f0b1238ac398ecaf3fe00b0fc92668f86,,37,D2,vinegar,"{""variety"":""red_wine""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-10,b96482290a873ee9875236c0b4455988a10a7ec28bba60419d449429d0ced0e0,de zanahoria,144795a9f2f49cd340bc2db2f5136457ab0606d33232fd59ca5f1ee0abae559e,,163,D1,carrot,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-18,288971671685b8da56623362c82e1ead68186c5150a35e3b35b5ef74cd7ceebc,di cipolle,56fa568c1b8a8239ad3083b62e449edd1886b50c6c5fa749359365fa7f31833d,,132,D1,onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-40,5d055ff280ca0c2204537d8761a3e35c1f2af12ca2ec8d30d511593d1d88067d,di farina tipo 0,6fed4ae3660ce9e6ea726403e95e3b969c1f2c312baf764c5174c14d98a75934,,51,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-63,330ef099cde2127854ca50b5747c77b7f5b0d909e97c3a969c06b907f84b6e71,di parmigiano reggiano,df8d879c43563dc3e81964682065632f8190dbfdf61158872516081138f07368,,246,D1,parmesan,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-238,0cd903a1eb6be1ec4b41f16eba048704156dea31c2da82ababdad9b97e20eddf,eschalot,3e0d6e86552b3655cb0497dfca04dbb3d0d8ef465edc4db248d98e211d83b556,,62,D1,shallot,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-238,0cd903a1eb6be1ec4b41f16eba048704156dea31c2da82ababdad9b97e20eddf,eschalots,d97c7b9e9a8e4e086a61d1606b2738e91cb87f8fff33d16af2fec24e7285aea2,,115,D1,shallot,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-341,2da669b07a5aa30cb57f1be445fa357d9e7b172e1f53d55b7510f7344fb3a133,feta,baad3100c5df88f9288d4aa3e053cc6fc7f5cf5fecf1d3d1772bf22138c74158,,148,D1,feta,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-188,5620dd11ed470447fa187ae4ae7f4be79dbe5a25b3ee1a931aeead9c1caa2ba8,fischsauce,de6d76f2cd2a272e7e23c4c1eb52bc1d94ed3379d321145f6081f04585426b08,,46,D1,fish-sauce,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1002,ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c,fresh blueberries,aef9e8f5ecd455fa1435c993a7b52cf66d6b3bafdeeeef94eee4e22b0f1327ed,,77,D1,blueberry,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1431,9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c,fresh fruit,b3f43dfc3b0454cf3e5135fc3eddd993a0ff9c3856746442468ebe712e158779,,18,D3,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped contextual interpretation,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-30,5ed728c2fa5d767bc6c1ec6a732db1e37c343be46913e6498d340f7782691f14,fresh tomatoes,b209964155ff9ab925c5819746bdc116432477e6d0badbb4a7a828bf25a83240,,61,D1,tomato,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-60,7a27b49d802e7afe175331b6fb35e946fbab6849f7e48bd4c184177750fe9cc3,freshly squeezed lime juice,1d9c74b47a74a1a32508a62024ea50cbe7ab984a8a66a6c24a9181b71f71c1e0,,96,D1,lime-juice,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-9,cc767fb1c6efc232caf9dd1f6e853d853b58ddd2c058c8820320e69d755c18fb,granulated sugar,81025a637496d36e46986403c4e8c9b5d0e9551b8aa95083362268c61da48ec4,,167,D1,sugar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2765,67aa6b6c143c668356e0bf2568c44deafba7758bc84b5d53372d41cab0d5fa98,ground paprika,9c56e769ad11c17f7ce8bf685d375f77ffdaffe8eef21b864ba1ca4c5c6dbaf6,,75,D1,paprika,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-10,b96482290a873ee9875236c0b4455988a10a7ec28bba60419d449429d0ced0e0,karotten,4c676d2a7e4f2b58820eca5cbf684eb9404e9e651d62bd73c16ac9da0611221d,,160,D1,carrot,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1135,0bc3a5ae30466de3d77b506d364eabc28b1b7ceea061c2519328c7be72827483,ketchupu,81a23ef6a2d102d0ee45eddbc25c3e270d2f12f2eb5cb50815d05a8b53af8e57,,35,D1,ketchup,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-256,eb31a331ca00003eaf7da5003795d7dd0a6b88438dbeecc3c74f78a9a1cb87dc,large red onions,39354be090ba9d091439527fa66510150e198d87408f5d34cc15dad672b66cfb,,1,D2,onion,"{""variety"":""red""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-46,a0d92592fbf2d89fdca2631774ae813178a8a28f886f4be9e19414dcdcaf2d17,le jus d 1 2 citron jaune,7004281aec560e47755c813754bef5c7bb1cd91aa13fe30261c2c8e9c438c586,,38,D1,lemon-juice,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-59,efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505,limes,e0d57e4153946f1a88dffddad0517f9e5a69a4e1b7df3c2e30ce87aedfa1f3c7,,155,D1,lime,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-60,7a27b49d802e7afe175331b6fb35e946fbab6849f7e48bd4c184177750fe9cc3,limettensaft,4d44e1ba24d668c414f925deaba2f91d70a074bdb046b708ee3d216f65659a94,,144,D1,lime-juice,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-32,f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7,limón,7769281cdfa3528d6acab616aa29d1842779e215961919f25975d67558b51a28,,29,D1,lemon,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-224,b5508392157fa1c40dcab78b7a43b66ece775fd4bbb6e04a1b426db2d42310d7,low moisture mozzarella,6ad4571a44533196448d93c2497a199a9a3f158ea634eff6742ce49c1d42c332,,6,D1,mozzarella,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1138,2a3c68716e774fffb2dee83c066531c7dbaa13768ab49caf07bc73a24b027053,maionese,c7a285609d21d6e9e3a48863ea0a331d2a7678ed325605e98a40e488f2c10825,,54,D1,mayonnaise,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-82,a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6,miodu,4cacbf0d507b6b1e532e4e0ac4d84a08ebd5cf738fc86a4626a345bc82f60b36,,60,D1,honey,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-59,efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505,misket limonu,31b0f50b15fc01a0702db8aea63cbd63223eec00c13e10b86b162ecc73fe481d,,5,D1,lime,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-60,7a27b49d802e7afe175331b6fb35e946fbab6849f7e48bd4c184177750fe9cc3,misket limonu suyu,4c3fecc3cc106f3db5a83b025704bf84919787ebb610807936b0e80674c0f789,,3,D1,lime-juice,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-79,352b5b6699d83cdc4efde9671693f7d9ca961ca986a90a6b80550a7d173fae4b,mostarda,cf3002d273df46eebe50e01ddffe6f14bf1fade169216b4ffe3bea0e64200ab8,,163,D1,mustard,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
